Min Dist,Classification
5.49344587,INF
5.49376345,INF
5.49378157,INF
5.49516487,IND
5.49540997,INF
5.49546194,INF
5.49568224,IND
5.49694681,INF
5.49857044,INF
5.49861431,INF
5.49945021,INF
5.50110531,INF
5.50246906,INF
5.50247478,INF
5.50296021,INF
5.50387096,INF
5.50421,INF
5.50479317,IND
5.5064559,INF
5.50655413,INF
5.50666332,INF
5.51040316,INF
5.51063776,INF
5.51091194,INF
5.51093674,IND
5.51152515,INF
5.5120039,INF
5.51276493,INF
5.51372862,INF
5.51388693,INF
5.51393127,IND
5.51588154,INF
5.51663208,INF
5.51692295,INF
5.518188,INF
5.52033472,INF
5.52109051,INF
5.52112055,INF
5.52155352,INF
5.52221966,IND
5.52309608,INF
5.52407026,INF
5.52531052,INF
5.52600002,INF
5.52607346,INF
5.52612162,IND
5.52777338,INF
5.52836514,INF
5.52957392,IND
5.52984333,INF
5.52985764,INF
5.53068018,IND
5.53072643,INF
5.53148508,IND
5.53149366,INF
5.53260851,INF
5.53379822,INF
5.53450537,INF
5.53474379,INF
5.53523111,INF
5.53542948,IND
5.53650522,INF
5.53655052,INF
5.53670597,INF
5.53874445,INF
5.53964949,IND
5.54012632,INF
5.54040194,IND
5.5407753,INF
5.54172802,INF
5.54210091,IND
5.54284286,INF
5.54418039,INF
5.54422522,INF
5.54567814,IND
5.54639721,INF
5.5466857,INF
5.54955196,IND
5.55014563,INF
5.55119944,INF
5.55199146,IND
5.55264711,INF
5.55345058,INF
5.55352354,INF
5.55462217,INF
5.55469751,INF
5.55476618,INF
5.55515575,INF
5.55516291,INF
5.5552454,INF
5.5559516,INF
5.55624008,IND
5.55706501,INF
5.55717802,INF
5.55787182,INF
5.55803633,IND
5.55864048,INF
5.5588336,INF
5.55918074,IND
5.55993795,INF
5.56091642,INF
5.56180477,INF
5.56214094,INF
5.56237268,INF
5.56276703,INF
5.56376553,IND
5.563869,INF
5.56633329,INF
5.56784296,INF
5.56946611,INF
5.57232952,INF
5.573102,INF
5.57464743,INF
5.5747304,IND
5.57605696,INF
5.57760906,INF
5.57786131,INF
5.57901669,INF
5.57960701,IND
5.58098412,INF
5.58195257,INF
5.58313799,INF
5.58519745,IND
5.59058523,INF
5.59163857,INF
5.59218884,INF
5.59231234,INF
5.59352875,INF
5.59371376,INF
5.59528255,INF
5.59892893,INF
5.60254717,INF
5.60353518,INF
5.60570288,INF
5.60595655,IND
5.60597754,IND
5.60771751,IND
5.60929823,INF
5.61175728,INF
5.61241913,INF
5.61332417,INF
5.61332798,INF
5.61443758,INF
5.61490011,INF
5.61571312,INF
5.61589622,INF
5.6161294,INF
5.61705685,INF
5.61745262,INF
5.62033796,INF
5.62105751,INF
5.6216197,INF
5.62235117,IND
5.62275362,IND
5.62323093,IND
5.62339258,INF
5.62359762,IND
5.62479639,INF
5.62568903,INF
5.62675238,INF
5.62764359,INF
5.62966967,INF
5.63100147,INF
5.63211489,INF
5.63237667,INF
5.63537741,INF
5.63606691,INF
5.63656807,INF
5.63762617,IND
5.63780022,IND
5.63800383,INF
5.63827753,INF
5.6384573,INF
5.63943434,INF
5.64014482,INF
5.64029694,IND
5.64045334,INF
5.64046669,IND
5.6413846,IND
5.64142179,IND
5.64163017,INF
5.64167023,IND
5.64336681,INF
5.64496136,INF
5.6457653,IND
5.64673281,INF
5.64760923,INF
5.64797688,IND
5.64994383,INF
5.65322638,INF
5.6544261,INF
5.65443993,INF
5.65462351,IND
5.65522718,INF
5.65563965,IND
5.65663052,INF
5.65732193,IND
5.65789032,INF
5.65855074,IND
5.65880108,INF
5.66074705,INF
5.66163874,INF
5.66166162,INF
5.6623807,INF
5.66377497,INF
5.66381216,INF
5.66423464,IND
5.66453409,IND
5.66457844,INF
5.6648283,INF
5.66542721,INF
5.66592455,IND
5.66629171,INF
5.66668415,INF
5.66797447,INF
5.66858292,INF
5.66863012,INF
5.66866541,IND
5.66875029,INF
5.66877127,IND
5.66879606,IND
5.66881323,INF
5.67063046,INF
5.67097473,INF
5.67162561,IND
5.67286634,INF
5.67297411,INF
5.67381525,INF
5.67414999,INF
5.67416096,INF
5.67450762,INF
5.67513084,INF
5.67575836,INF
5.6776824,INF
5.67820597,INF
5.67881346,INF
5.68179655,INF
5.6826396,INF
5.6827035,INF
5.68273926,IND
5.68316507,IND
5.68439007,INF
5.68474817,INF
5.6866765,INF
5.6869173,INF
5.68808746,IND
5.68838644,INF
5.68861103,IND
5.68945599,INF
5.6896534,IND
5.69173002,INF
5.6920414,IND
5.69245768,IND
5.69519281,INF
5.69528437,INF
5.69535398,INF
5.69879436,INF
5.70070696,INF
5.70211935,INF
5.7023325,INF
5.70410967,INF
5.70421028,IND
5.7072072,INF
5.70755196,INF
5.70766258,INF
5.70922756,INF
5.70956469,INF
5.71046686,INF
5.71235037,INF
5.71375418,INF
5.71389437,INF
5.71474743,INF
5.71763897,INF
5.7177186,INF
5.71778774,INF
5.71794224,INF
5.71899939,IND
5.71904087,INF
5.72143888,INF
5.7226634,INF
5.72441578,INF
5.72498417,INF
5.72577381,INF
5.7264843,INF
5.72769213,INF
5.72836161,INF
5.7283659,INF
5.72852516,IND
5.72875643,INF
5.73350573,INF
5.73375368,INF
5.7339263,INF
5.73444271,INF
5.73449326,INF
5.73468304,INF
5.73580074,INF
5.73585129,INF
5.73604774,INF
5.73728275,INF
5.73771143,INF
5.73813581,INF
5.73833418,INF
5.74068022,IND
5.74289942,INF
5.74327517,INF
5.74509001,INF
5.74603081,INF
5.74629784,INF
5.74816799,INF
5.74956846,INF
5.75119877,INF
5.75127792,IND
5.75148201,INF
5.75179768,INF
5.75189734,INF
5.75330162,INF
5.75407648,IND
5.75412798,IND
5.75443888,INF
5.7546792,IND
5.75681543,IND
5.75731659,INF
5.75975323,INF
5.76054955,IND
5.76062298,INF
5.76099014,INF
5.76139927,IND
5.76230764,IND
5.76247883,INF
5.76360512,INF
5.76385832,INF
5.7642374,INF
5.76495218,IND
5.77086687,INF
5.77142954,IND
5.77187967,INF
5.77197027,INF
5.77271557,INF
5.77381325,IND
5.77505016,INF
5.77588511,IND
5.77829838,IND
5.77938938,IND
5.78193712,INF
5.78238535,INF
5.78318739,INF
5.78405809,INF
5.78480864,INF
5.78920698,INF
5.79043436,INF
5.79230309,INF
5.79545116,INF
5.79623699,INF
5.79665565,IND
5.80148554,INF
5.80159283,INF
5.80162573,INF
5.80223322,IND
5.80245781,INF
5.80358171,INF
5.80419922,INF
5.804214,INF
5.80571127,IND
5.8090744,INF
5.8094635,INF
5.80947876,IND
5.81132174,INF
5.81210804,INF
5.81252718,INF
5.81302643,INF
5.81323195,INF
5.81447124,INF
5.81475544,INF
5.81609869,IND
5.81702232,INF
5.81790018,INF
5.82009554,INF
5.82029343,IND
5.82359695,INF
5.82384157,INF
5.82597923,INF
5.82604551,INF
5.82870674,INF
5.82872581,INF
5.82874489,INF
5.83161211,INF
5.83206272,INF
5.83565283,INF
5.83813715,INF
5.83923435,IND
5.84029245,IND
5.84131765,INF
5.84138012,INF
5.8415575,INF
5.84359217,INF
5.84412766,INF
5.84431505,INF
5.84444332,INF
5.84448338,IND
5.84832525,INF
5.85196495,INF
5.85394526,INF
5.85510588,INF
5.85931349,INF
5.86123323,INF
5.86214161,INF
5.86335802,INF
5.86396694,INF
5.86603928,IND
5.86608934,INF
5.86812162,INF
5.86835146,INF
5.86840439,INF
5.86847544,IND
5.87305307,INF
5.87521791,INF
5.87665272,INF
5.87730646,INF
5.87921667,INF
5.87939262,INF
5.87960815,IND
5.88004112,IND
5.88030338,INF
5.88291454,INF
5.88295937,IND
5.88483953,INF
5.88688564,IND
5.88836193,INF
5.88982058,INF
5.89196205,IND
5.89741087,INF
5.89761639,IND
5.89943123,INF
5.89969778,INF
5.90204096,INF
5.9024229,INF
5.90387917,INF
5.90713978,INF
5.9073267,INF
5.90768099,INF
5.90951538,IND
5.90989542,INF
5.91050243,INF
5.91165924,INF
5.91302347,INF
5.91330671,INF
5.91338634,INF
5.91546488,INF
5.91711617,INF
5.91869688,INF
5.91901255,INF
5.92018795,INF
5.92052841,INF
5.92194891,IND
5.9221983,INF
5.92235899,IND
5.92259312,INF
5.92277241,INF
5.92307281,INF
5.9243288,INF
5.926548,IND
5.92823982,INF
5.92882061,INF
5.92899418,IND
5.92904997,INF
5.93403292,INF
5.93691015,INF
5.9370122,INF
5.93804121,INF
5.93953085,INF
5.94175529,INF
5.94219971,INF
5.94332266,IND
5.94410753,INF
5.9442091,INF
5.94433832,IND
5.94447994,INF
5.9453249,IND
5.9454174,INF
5.94568443,INF
5.94623566,INF
5.9497776,INF
5.94989872,INF
5.95006418,IND
5.95265722,INF
5.9554081,IND
5.95602751,INF
5.95755053,IND
5.95776749,INF
5.95781612,INF
5.95806551,IND
5.95838165,IND
5.95966816,INF
5.95972347,INF
5.95987701,IND
5.961936,INF
5.96201515,IND
5.96345901,INF
5.96398783,INF
5.96423244,INF
5.96456099,IND
5.96481228,INF
5.96620989,IND
5.96660042,INF
5.96707249,INF
5.96723366,IND
5.9683485,INF
5.97033644,IND
5.97063828,INF
5.97132111,INF
5.97132587,INF
5.97285843,INF
5.9737978,IND
5.97504234,INF
5.97575426,INF
5.97861242,INF
5.97906685,INF
5.98070288,IND
5.98073721,IND
5.98088741,INF
5.981915,INF
5.9860692,INF
5.98609161,INF
5.98694181,INF
5.98731995,INF
5.98750019,INF
5.98779678,INF
5.98783684,INF
5.98803711,INF
5.98849106,INF
5.98944712,INF
5.99006653,INF
5.99092674,IND
5.99322414,INF
5.99357557,INF
5.99376535,INF
5.99622393,INF
5.99631166,INF
5.99639177,INF
5.99679947,INF
5.99875259,IND
5.99965096,INF
6.00082684,IND
6.00266981,IND
6.00369692,INF
6.00487947,IND
6.00520658,INF
6.00529623,INF
6.00604725,INF
6.00673008,INF
6.00699997,INF
6.00763035,INF
6.00831938,IND
6.0100112,INF
6.01056194,INF
6.01182461,IND
6.01259232,INF
6.01374388,INF
6.01442289,INF
6.01538277,IND
6.0170927,IND
6.01739359,INF
6.01899338,IND
6.02074146,INF
6.02120209,INF
6.02128601,IND
6.02265692,IND
6.0227952,INF
6.02324486,INF
6.02385902,INF
6.02419281,INF
6.02551174,INF
6.02637243,INF
6.02668858,INF
6.02708864,INF
6.02800417,IND
6.02868557,INF
6.03046227,INF
6.03095913,INF
6.03352737,INF
6.03397942,INF
6.03457355,INF
6.03487206,IND
6.03630638,INF
6.03660965,INF
6.03769207,INF
6.04068279,INF
6.04155636,INF
6.04339361,IND
6.04591894,INF
6.04654837,INF
6.04844046,IND
6.04971027,INF
6.05057049,INF
6.05177879,INF
6.05199194,INF
6.05241489,INF
6.05275822,IND
6.05553627,INF
6.05599689,IND
6.05612278,INF
6.05834627,IND
6.05850124,INF
6.0586524,INF
6.06154728,INF
6.06387329,INF
6.06553555,INF
6.06635809,IND
6.06779718,INF
6.06853819,IND
6.06893969,IND
6.06958199,INF
6.0707345,INF
6.07398081,IND
6.07429981,IND
6.07467937,INF
6.07537746,INF
6.076056,INF
6.0765543,INF
6.07664442,INF
6.07859278,INF
6.07983112,INF
6.07995319,INF
6.08002377,INF
6.08101654,IND
6.08149958,INF
6.08372211,INF
6.08761549,INF
6.08802652,INF
6.08950186,IND
6.09018373,INF
6.09078264,IND
6.09182358,INF
6.09283686,INF
6.09364223,IND
6.09505796,INF
6.09517956,INF
6.0976758,INF
6.09848356,INF
6.09950638,INF
6.09976625,INF
6.10032511,INF
6.10041237,IND
6.103127,INF
6.10572338,INF
6.10608149,INF
6.10889053,INF
6.10918808,INF
6.11013746,IND
6.11244678,INF
6.11374331,INF
6.1152091,INF
6.11585712,INF
6.11593056,INF
6.11669493,INF
6.11745977,INF
6.11940765,INF
6.11941862,INF
6.12056828,INF
6.12290573,INF
6.12297964,INF
6.12378025,INF
6.12538528,IND
6.12709522,INF
6.12870455,INF
6.12928104,INF
6.12938309,INF
6.12946701,INF
6.13051319,INF
6.13221407,IND
6.13360929,INF
6.13446331,INF
6.1347928,INF
6.13498831,INF
6.13651609,INF
6.13679457,IND
6.13722229,INF
6.13871908,INF
6.13950729,INF
6.14069605,IND
6.14398336,INF
6.14435863,INF
6.14493179,INF
6.1500864,INF
6.15051556,INF
6.15053129,INF
6.15124321,INF
6.15131378,INF
6.15259552,INF
6.15517616,INF
6.15556383,INF
6.15560246,INF
6.15598679,INF
6.15606976,IND
6.15910959,IND
6.16007137,INF
6.1610198,INF
6.16228342,INF
6.16270447,IND
6.16380739,INF
6.16382027,INF
6.16505241,INF
6.16551352,INF
6.16602755,INF
6.16646481,INF
6.16662645,INF
6.16674423,INF
6.16693354,INF
6.16702747,INF
6.16738224,INF
6.16797113,INF
6.16869688,INF
6.1688056,IND
6.16920376,INF
6.16955757,INF
6.16996479,INF
6.17028856,INF
6.17033482,INF
6.17078876,INF
6.17102289,INF
6.17121935,INF
6.1715064,INF
6.17230797,INF
6.17240715,INF
6.17259359,INF
6.17441797,INF
6.17453241,IND
6.1755271,IND
6.17570925,INF
6.1761651,IND
6.17663002,IND
6.17665863,INF
6.17668962,INF
6.17681408,INF
6.17793226,INF
6.17897463,INF
6.18011808,INF
6.18125534,INF
6.18297195,INF
6.18395138,INF
6.18534136,INF
6.18568087,INF
6.18639278,INF
6.18716431,INF
6.1873765,INF
6.18808699,INF
6.18817043,INF
6.1884017,INF
6.18861198,INF
6.18869972,INF
6.18910789,INF
6.18956137,IND
6.18984175,INF
6.18986607,INF
6.18988037,INF
6.1905756,INF
6.19098949,INF
6.19117928,INF
6.19118595,INF
6.19266319,INF
6.19305944,INF
6.19398832,INF
6.19430113,INF
6.19491291,INF
6.19506979,INF
6.19544077,INF
6.19610357,INF
6.19711685,INF
6.19780684,INF
6.19904804,INF
6.20035648,INF
6.20097685,INF
6.20162582,INF
6.20311356,INF
6.20394325,INF
6.20542622,INF
6.20574284,INF
6.21099043,INF
6.21250391,INF
6.21335649,INF
6.21398449,INF
6.21554518,IND
6.21609926,INF
6.21665716,INF
6.21866655,INF
6.22106934,INF
6.22308445,INF
6.22416401,INF
6.22575188,IND
6.2259016,INF
6.22664928,INF
6.22783709,INF
6.22792244,INF
6.22906351,IND
6.23059559,INF
6.23063183,INF
6.23121738,INF
6.2314086,INF
6.23464632,INF
6.23515129,INF
6.23517466,INF
6.23564482,INF
6.23654938,IND
6.23661137,INF
6.23705387,INF
6.23725462,INF
6.23797131,INF
6.23803234,INF
6.23863983,INF
6.23922205,INF
6.23956966,IND
6.24241924,IND
6.24261808,INF
6.24298763,INF
6.24703598,IND
6.24953175,INF
6.24960899,INF
6.25055647,INF
6.25076437,IND
6.25175285,INF
6.25180197,IND
6.25528622,IND
6.25605774,INF
6.25660372,IND
6.25995827,INF
6.26077986,INF
6.26192522,INF
6.26212597,IND
6.26478052,INF
6.26520634,INF
6.26531744,INF
6.26539803,INF
6.26602173,INF
6.26670265,IND
6.26713324,INF
6.26724529,IND
6.2759738,INF
6.27811003,INF
6.28022718,IND
6.28024292,INF
6.28094244,IND
6.28171873,INF
6.28264046,INF
6.28353739,INF
6.2851038,IND
6.28679466,INF
6.28898811,INF
6.28932571,INF
6.29089355,INF
6.29097795,INF
6.29225445,INF
6.29350853,INF
6.29376173,IND
6.29600143,INF
6.29629993,INF
6.29811239,IND
6.29948759,INF
6.30037594,INF
6.30108643,INF
6.3023982,IND
6.302423,INF
6.30242491,INF
6.30373478,INF
6.30495596,INF
6.30531263,INF
6.30593014,INF
6.30620909,INF
6.30700588,INF
6.30741739,INF
6.30847979,IND
6.30896807,INF
6.31015921,IND
6.31018925,INF
6.31030416,INF
6.31042862,IND
6.31381559,INF
6.31394339,INF
6.31641912,IND
6.31692648,IND
6.31734467,INF
6.3176446,INF
6.3183918,INF
6.31956673,INF
6.31987095,INF
6.32096148,INF
6.32216501,INF
6.32237625,IND
6.32267904,INF
6.32305765,INF
6.32464266,IND
6.32470894,INF
6.32551765,INF
6.3258462,INF
6.32593966,INF
6.32767153,INF
6.32894373,INF
6.32914925,INF
6.32940006,INF
6.32944775,INF
6.32960081,INF
6.33093023,INF
6.33352041,INF
6.33378172,INF
6.3359313,INF
6.33738279,INF
6.34009457,INF
6.34044218,INF
6.34119129,INF
6.34135151,IND
6.34176922,INF
6.34687424,INF
6.34956598,INF
6.34961605,INF
6.3501339,INF
6.35086489,INF
6.35103464,INF
6.35151815,INF
6.35193872,INF
6.35294819,INF
6.35334539,INF
6.35411978,INF
6.35530615,INF
6.35554552,INF
6.35683537,INF
6.35858345,INF
6.36011314,INF
6.36183023,INF
6.36219645,INF
6.36262798,INF
6.36519814,INF
6.36537123,INF
6.36572695,INF
6.36844206,INF
6.36856318,INF
6.37000513,INF
6.3703475,INF
6.37112761,INF
6.37254286,INF
6.37613487,INF
6.37633753,INF
6.37681103,INF
6.37702751,INF
6.37713385,INF
6.37715578,INF
6.37758923,INF
6.37864256,INF
6.37898016,INF
6.38118744,INF
6.38297939,INF
6.38504934,INF
6.38606882,INF
6.38630009,INF
6.38636732,INF
6.38729095,IND
6.38774252,INF
6.38844585,INF
6.39040947,INF
6.39084625,INF
6.39124823,INF
6.39132643,INF
6.39220238,INF
6.39282179,INF
6.39324093,IND
6.39434814,INF
6.39461136,INF
6.39485359,INF
6.39487934,INF
6.39505529,IND
6.39556265,INF
6.39639473,INF
6.397089,INF
6.39728546,INF
6.3983078,IND
6.39884186,INF
6.39940739,INF
6.40013885,INF
6.40131044,INF
6.40260696,INF
6.40290737,INF
6.40410995,INF
6.4042387,INF
6.40433645,INF
6.40533066,INF
6.40559196,INF
6.40601492,INF
6.40630198,INF
6.40634203,INF
6.40735435,INF
6.41054583,INF
6.41062164,INF
6.41137409,INF
6.41162539,INF
6.41294193,INF
6.41377306,IND
6.4139123,INF
6.41407776,INF
6.41529322,INF
6.4160285,INF
6.41646051,INF
6.4164629,INF
6.41745567,INF
6.41825962,INF
6.42117691,INF
6.4215498,INF
6.42407465,INF
6.42507792,INF
6.42577457,INF
6.42718601,INF
6.42850161,IND
6.4287982,INF
6.42916059,INF
6.42952633,INF
6.43176126,INF
6.43263769,INF
6.43342543,INF
6.43424177,INF
6.43455076,INF
6.43455315,INF
6.4358263,IND
6.43595314,INF
6.43685722,INF
6.43906403,INF
6.43943262,INF
6.44032812,INF
6.44146013,IND
6.4420495,INF
6.44257307,IND
6.44279099,INF
6.4461689,INF
6.44702196,INF
6.44732857,IND
6.44820642,IND
6.44838142,INF
6.44865084,INF
6.44888973,IND
6.4491744,INF
6.45253229,INF
6.45311975,INF
6.45406103,INF
6.45434856,IND
6.45457554,INF
6.45553827,INF
6.45621395,INF
6.45637369,INF
6.45641947,INF
6.45782042,IND
6.45861435,INF
6.45911741,IND
6.45935488,INF
6.46231556,IND
6.46263123,INF
6.46265936,INF
6.46314526,INF
6.46338129,INF
6.46350908,INF
6.46483564,IND
6.46626616,INF
6.46649122,INF
6.46657753,INF
6.46898508,INF
6.46958542,INF
6.47056103,INF
6.47162771,IND
6.47206974,IND
6.4737277,INF
6.47436714,INF
6.47521973,INF
6.47542477,INF
6.47594261,IND
6.47632599,INF
6.47731972,INF
6.47871017,INF
6.47900057,INF
6.48076916,INF
6.48088646,INF
6.48135328,INF
6.4815011,IND
6.48180676,INF
6.48300695,INF
6.48430347,INF
6.48516464,INF
6.48639297,INF
6.48707914,INF
6.48724556,INF
6.48803949,INF
6.4915266,INF
6.49203825,INF
6.49208879,IND
6.49407101,INF
6.49422836,INF
6.4949975,INF
6.49566984,INF
6.49646759,INF
6.49801922,INF
6.50061178,INF
6.50105238,INF
6.50122976,INF
6.50223017,INF
6.50324059,INF
6.50329161,INF
6.50448227,INF
6.5052247,INF
6.50589848,INF
6.50630474,INF
6.50640202,INF
6.50654936,INF
6.50687265,INF
6.50718975,INF
6.50767422,INF
6.50773621,INF
6.50830221,IND
6.5084362,INF
6.50912285,INF
6.51024342,INF
6.51351738,INF
6.51399422,INF
6.51413965,INF
6.51422405,IND
6.51442337,INF
6.51487112,IND
6.51495552,INF
6.51759243,IND
6.51765919,INF
6.51822329,IND
6.51911688,INF
6.52039957,INF
6.5204587,INF
6.5227766,INF
6.52285385,INF
6.52397394,INF
6.52403831,INF
6.52484035,INF
6.52595139,INF
6.52597523,IND
6.52651739,INF
6.5272336,INF
6.52741337,INF
6.52794838,INF
6.52794886,INF
6.5281601,INF
6.52831841,INF
6.52842712,IND
6.52882099,INF
6.52888918,INF
6.52903175,INF
6.52905941,IND
6.53020287,INF
6.53117275,INF
6.53226042,INF
6.5323143,IND
6.533216,INF
6.53361464,INF
6.533638,INF
6.53402805,INF
6.53467417,INF
6.53484106,IND
6.53498888,INF
6.53528833,IND
6.5357132,INF
6.53609896,INF
6.53623247,INF
6.53681898,INF
6.53719521,INF
6.53804445,IND
6.53814697,INF
6.53898382,INF
6.53927898,INF
6.53963137,IND
6.5400753,INF
6.54046726,INF
6.54054832,INF
6.54085732,INF
6.54129171,INF
6.54255629,INF
6.54263735,IND
6.54294729,IND
6.54323816,INF
6.54367828,INF
6.54463482,INF
6.5451684,INF
6.54564762,INF
6.54669189,INF
6.54728699,INF
6.54923391,IND
6.54928541,INF
6.54991436,INF
6.5507431,INF
6.551157,IND
6.55155516,INF
6.55160856,IND
6.55164099,INF
6.55217648,IND
6.55311394,INF
6.55348015,INF
6.55442286,IND
6.55521822,INF
6.55864954,IND
6.56069136,IND
6.56086493,INF
6.56089735,INF
6.56094074,INF
6.56150818,INF
6.56204605,IND
6.56244183,INF
6.56332254,IND
6.56454992,IND
6.56473923,INF
6.56488895,IND
6.5658164,IND
6.56615639,INF
6.56639004,IND
6.56782675,INF
6.56827164,INF
6.56860828,INF
6.56865788,IND
6.56919909,INF
6.56940556,INF
6.56987906,INF
6.57050657,INF
6.57060957,INF
6.57085419,INF
6.57116699,INF
6.57161093,INF
6.57206345,INF
6.57367754,INF
6.57479048,INF
6.57594061,INF
6.57601643,INF
6.57675934,INF
6.57765865,IND
6.57822847,INF
6.57928467,INF
6.5799017,IND
6.58030701,IND
6.58049393,INF
6.58092165,INF
6.58099461,INF
6.58121252,INF
6.58203936,INF
6.58314466,INF
6.58336163,INF
6.58346939,INF
6.58436012,INF
6.58499575,INF
6.58572245,INF
6.58671331,IND
6.58682871,INF
6.58702087,INF
6.58810282,INF
6.5881629,INF
6.58844662,INF
6.58876181,INF
6.58954334,INF
6.58954525,IND
6.59026289,INF
6.59042788,INF
6.5911994,INF
6.59308815,INF
6.59336567,INF
6.59512758,INF
6.59632492,INF
6.5970583,INF
6.59757853,INF
6.60065603,INF
6.60314465,INF
6.60440588,INF
6.60940075,INF
6.61111927,INF
6.61373758,INF
6.61477613,INF
6.61563349,INF
6.61569643,INF
6.61615849,INF
6.61824417,INF
6.61864758,INF
6.62039232,INF
6.62111998,INF
6.62120724,INF
6.62199783,INF
6.6221633,INF
6.62221622,INF
6.62435627,INF
6.62586021,INF
6.62613583,INF
6.62633801,INF
6.62645054,IND
6.62694263,INF
6.62794685,INF
6.62921667,INF
6.63057423,INF
6.63075542,INF
6.63160563,INF
6.63175249,INF
6.63639402,INF
6.63642597,INF
6.63672543,INF
6.63713217,INF
6.63747358,INF
6.63768768,INF
6.63780451,IND
6.63832378,INF
6.64070129,INF
6.64290571,INF
6.64330912,INF
6.64632702,INF
6.64652157,INF
6.64693928,IND
6.64973259,IND
6.65009975,INF
6.65244961,INF
6.65295124,INF
6.65468645,INF
6.65483904,INF
6.6569128,INF
6.658319,INF
6.65869427,INF
6.65986824,INF
6.66126871,INF
6.66167307,IND
6.6621871,INF
6.66228914,IND
6.66470814,INF
6.66556263,IND
6.66577482,INF
6.66646767,INF
6.66707611,INF
6.66834116,INF
6.67001629,INF
6.67171907,IND
6.67242432,INF
6.67483997,INF
6.67636299,INF
6.67645741,INF
6.67682314,INF
6.67699194,INF
6.67862368,INF
6.68065405,INF
6.68124771,INF
6.68409491,INF
6.68745804,INF
6.6874752,IND
6.68784428,INF
6.68837881,INF
6.68863058,INF
6.69031239,INF
6.69087362,INF
6.69089556,INF
6.69142771,INF
6.69187117,INF
6.69211292,INF
6.69246292,INF
6.69409323,INF
6.69458485,INF
6.69844294,IND
6.70004225,INF
6.700243,INF
6.70059538,INF
6.70074511,INF
6.70557022,INF
6.70637417,INF
6.70680714,INF
6.70834589,INF
6.70853615,IND
6.70942926,IND
6.71041107,INF
6.71155643,INF
6.7125926,INF
6.7135973,INF
6.71435118,INF
6.71510744,INF
6.71682215,IND
6.71748686,INF
6.71755552,INF
6.71844673,INF
6.71954584,INF
6.71985865,INF
6.71999216,INF
6.72076178,INF
6.72106123,INF
6.72225285,INF
6.72335863,INF
6.72540808,INF
6.72637177,INF
6.72861004,INF
6.72967005,INF
6.73052883,INF
6.73152876,INF
6.73212814,INF
6.73236656,INF
6.73282957,IND
6.734725,INF
6.73474884,INF
6.73584223,INF
6.7360754,INF
6.73613977,INF
6.73617649,INF
6.73631763,INF
6.73636866,INF
6.73644161,INF
6.73676252,INF
6.73687172,INF
6.73746634,INF
6.73790407,INF
6.74059582,INF
6.74108696,INF
6.74114513,INF
6.74298334,INF
6.74409294,INF
6.7447052,INF
6.74581194,INF
6.74631214,INF
6.74778175,INF
6.74867392,INF
6.74923897,IND
6.74930477,INF
6.75135279,INF
6.75204086,INF
6.7523303,INF
6.75405073,INF
6.75460434,INF
6.7546587,INF
6.75572872,INF
6.75612354,IND
6.75681734,INF
6.75695324,IND
6.7578454,INF
6.75832748,IND
6.75883675,INF
6.75919294,INF
6.76003599,INF
6.76112127,INF
6.76285028,INF
6.76326799,INF
6.7645092,INF
6.76530552,INF
6.76566267,INF
6.76735735,INF
6.76884937,INF
6.7702446,IND
6.77084923,IND
6.77170563,INF
6.77249956,INF
6.77258348,INF
6.77291822,INF
6.77313995,IND
6.77439117,INF
6.77539921,INF
6.7759304,IND
6.7766099,INF
6.77751064,INF
6.77793312,INF
6.77813482,INF
6.77833414,INF
6.77976894,INF
6.77996588,INF
6.78039694,INF
6.78176594,IND
6.78201437,IND
6.78286409,INF
6.78377914,INF
6.78383064,INF
6.7846756,IND
6.78537893,INF
6.7853899,INF
6.78541088,INF
6.78611851,INF
6.78689432,INF
6.78694487,INF
6.7871933,INF
6.787467,INF
6.78790379,INF
6.78807878,INF
6.78934193,INF
6.79024839,INF
6.79050398,INF
6.79155254,IND
6.79231977,IND
6.79244471,INF
6.79321289,INF
6.79410362,INF
6.79466867,INF
6.79522514,INF
6.79624414,INF
6.7963953,INF
6.79691935,INF
6.79900455,INF
6.79951668,INF
6.80112171,IND
6.80180311,INF
6.80191135,IND
6.80258656,INF
6.80276299,INF
6.80281258,IND
6.80357027,IND
6.80597687,IND
6.80625868,IND
6.80759382,IND
6.80834198,IND
6.80846453,INF
6.80897284,INF
6.80899906,INF
6.81066513,INF
6.81199789,INF
6.81226301,INF
6.81228209,INF
6.81257439,IND
6.8129468,INF
6.81425285,INF
6.81440687,INF
6.81627226,IND
6.81643438,IND
6.8183465,INF
6.81847239,INF
6.82012224,INF
6.82093143,INF
6.82334185,INF
6.8235054,INF
6.82369471,INF
6.82412338,INF
6.82429743,INF
6.82481146,INF
6.82603073,INF
6.82827473,INF
6.83257484,INF
6.83599329,INF
6.83657265,INF
6.83702278,INF
6.83829117,INF
6.83994007,INF
6.84040117,INF
6.84415293,INF
6.84503746,INF
6.84534454,INF
6.84621906,INF
6.8465519,INF
6.84777546,INF
6.84901428,INF
6.84918737,INF
6.85228014,INF
6.85232019,INF
6.85235977,INF
6.85335779,INF
6.85596085,INF
6.85691309,INF
6.85758162,INF
6.85900927,INF
6.8596406,INF
6.86070251,INF
6.86086178,INF
6.86146498,IND
6.86157846,INF
6.86166048,INF
6.86172104,INF
6.86251402,INF
6.86352015,INF
6.86382198,INF
